0.443873913,0.449434947,0.454940334,0.460390535,0.465786127,0.471127698,0.476415747,0.481650749,0.486833142,0.491963379,0.497042195
0.455403943,0.459686999,0.463950863,0.468201273,0.472495583,0.476780457,0.481085891,0.485374856,0.489688393,0.494022592,0.498333249
0.412380891,0.418256994,0.424074287,0.429833331,0.435534732,0.441179077,0.446766883,0.452298638,0.457774966,0.463196381,0.468563349
0.202625098,0.210598847,0.218492859,0.22630793,0.234044851,0.241704402,0.249287358,0.256794485,0.26422654,0.271584274,0.278868432
0.048858614,0.0562837,0.0635581,0.070762357,0.07779489,0.084621538,0.091471101,0.098381449,0.10513441,0.111798715,0.118340003
0.587331356,0.562662953,0.53233113,0.498261508,0.456924224,0.406934716,0.348878725,0.279049412,0.19661959,0.117125874,0.054419959
0.161953092,0.170332463,0.178627769,0.186839881,0.194969572,0.203017793,0.210985343,0.218872918,0.226681166,0.234410987,0.242063018
0.827481522,0.81599471,0.804299727,0.792048103,0.778875632,0.764221389,0.748371621,0.731739136,0.712583604,0.692011581,0.668563988
0.681905645,0.685085178,0.688232751,0.691348342,0.694432417,0.697484994,0.700506503,0.703497139,0.706457576,0.709388118,0.712288891
0.726423849,0.439048862,-0.044939768,0.106903145,-0.13288366,0.321455207,-0.04302364,0.085145259,-0.063627565,0.096047263,-0.036196945
0.237749231,0.245257606,0.252691798,0.260052521,0.267342153,0.274557471,0.281703567,0.288777832,0.295779448,0.302710306,0.309572995
0.727230126,0.695990802,0.656524823,0.607888827,0.54068091,0.448221707,0.318320391,0.153681216,0.019051803,0.003332782,0.008752209
0.467550543,0.44820573,0.42778382,0.404098061,0.379058429,0.353087169,0.323941337,0.290999512,0.255521804,0.217119802,0.178606866
0.072676063,0.077940838,0.0833119,0.088873464,0.094456803,0.09985849,0.105106841,0.110502042,0.115881898,0.12103002,0.126236751
0.58688328,0.445050193,0.240167925,0.01240739,-0.000420217,0.010305509,0.004430837,0.007928579,0.007320546,0.008512204,0.008770288
0.386197238,0.392335264,0.398411908,0.404427783,0.410383492,0.41627964,0.422116814,0.427895598,0.433616576,0.439280328,0.444887417
0.995735901,0.995778542,0.995820756,0.995862549,0.995903923,0.995944884,0.995985435,0.996025581,0.996065325,0.996104672,0.996143625
0.157854307,0.121072096,0.091385712,0.067610667,0.052697244,0.043860819,0.037856542,0.034939157,0.033911959,0.033377663,0.033071405
0.675271334,0.678518573,0.681733318,0.684915879,0.688066581,0.691185692,0.694273473,0.697330261,0.700356293,0.703351883,0.706317432
0.953770939,0.954224284,0.954672094,0.955114841,0.955551619,0.955982277,0.956407483,0.956827644,0.957241518,0.957649299,0.958051629
0.381702246,0.306091995,0.215727958,0.121176619,0.048647642,0.019033338,0.013164745,0.01207804,0.01196966,0.012873212,0.013437996
0.694053902,0.697084764,0.700083762,0.703052006,0.705988929,0.708895384,0.711770603,0.714615983,0.717431286,0.720216781,0.722972229
0.465963925,0.367336575,0.233977909,0.084909453,0.003352771,0.00906479,0.008664076,0.009356751,0.010342125,0.010662691,0.011645466
0.074584466,0.083837829,0.092998479,0.102067363,0.111045299,0.119933204,0.128731962,0.137442314,0.146065172,0.154601431,0.163051805
0.329716513,0.335422389,0.341164729,0.346860125,0.352567107,0.358224728,0.363840643,0.369457255,0.375080229,0.380663914,0.386217657
0.507178523,0.487139253,0.463626647,0.438967915,0.409692544,0.376515296,0.341034938,0.301886081,0.256951642,0.206710249,0.155060873
